City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
368,vetapalem,36,IN,1518557381,100,15.78,80.32,75.82,5.06
369,puerto carreno,40,CO,1518555600,43,6.19,-67.49,91.4,11.41
370,oyama,20,JP,1518555600,68,36.31,139.8,26.6,6.93
371,eisiskes,90,LT,1518555000,92,54.17,25.0,30.2,2.24
372,storslett,8,NO,1518557383,90,69.77,21.03,-5.01,3.15
373,ostrovnoy,8,RU,1518557383,84,68.05,39.51,17.05,11.65
374,bonfim,0,BR,1518555600,51,-20.33,-44.24,82.4,9.17
375,carupano,100,VE,1518557383,100,10.67,-63.26,73.34,12.88
376,bandarbeyla,92,SO,1518557384,100,9.49,50.81,74.06,9.08
377,woodstock,75,CA,1518555600,62,43.13,-80.75,24.8,9.17
378,batagay-alyta,32,RU,1518557384,35,67.8,130.41,-25.62,2.59
